交易 #,类型,信号,日期/时间,价格 USD,当前仓位类型,持有BTC数量,当前总资产USD,当前持有信号,备注
97,出场,Close entry(s) order tempeture_index,2021-08-05,"39,718.90",空仓,0,1071249966.4710408,,全部平仓为空仓
98,进场,tempeture_index,2021-08-07,"42,869.59",现货,24988.575035848044,1071249966.4710408,tempeture_index,切换为现货(1 signal)
14,进场,120_ma,2021-08-07,"42,869.59",一倍合约,24988.575035848044,1071249966.4710408,"120_ma,tempeture_index",切换为一倍合约
34,进场,ADX,2021-08-08,"44,628.11",两倍合约,26013.611873663373,1160938332.1951551,"120_ma,ADX,tempeture_index",切换为两倍合约
98,出场,Close entry(s) order tempeture_index,2021-08-18,"44,675.34",一倍合约,26068.6723675446,1164626801.36866,"120_ma,ADX",切换为一倍合约
99,进场,tempeture_index,2021-08-23,"49,284.38",两倍合约,28758.11029211121,1417325635.71832,"120_ma,ADX,tempeture_index",切换为两倍合约
99,出场,Close entry(s) order tempeture_index,2021-08-25,"47,682.45",一倍合约,26888.6141304372,1282114998.8438652,"120_ma,ADX",切换为一倍合约
100,进场,tempeture_index,2021-09-02,"48,834.27",两倍合约,27538.13703724506,1344804819.373825,"120_ma,ADX,tempeture_index",切换为两倍合约
100,出场,Close entry(s) order tempeture_index,2021-09-08,"46,894.49",一倍合约,25350.414052459695,1188794738.2789307,"120_ma,ADX",切换为一倍合约
101,进场,tempeture_index,2021-09-19,"48,309.86",两倍合约,26115.540521207517,1261638106.4038622,"120_ma,ADX,tempeture_index",切换为两倍合约
34,出场,Close entry(s) order ADX,2021-09-19,"48,309.86",一倍合约,26115.540521207517,1261638106.4038622,"120_ma,tempeture_index",切换为一倍合约
101,出场,Close entry(s) order tempeture_index,2021-09-20,"47,253.71",现货,25544.60266045873,1207077246.1825454,120_ma,切换为现货(1 signal)
35,进场,ADX,2021-09-24,"44,896.55",一倍合约,25544.60266045873,1146864530.5754185,"120_ma,ADX",切换为一倍合约
102,进场,tempeture_index,2021-10-02,"48,165.76",两倍合约,27404.671428851805,1319966826.9209332,"120_ma,ADX,tempeture_index",切换为两倍合约
102,出场,Close entry(s) order tempeture_index,2021-10-24,"61,300.02",一倍合约,42350.56161146746,2596090273.7941875,"120_ma,ADX",切换为一倍合约
103,进场,tempeture_index,2021-10-30,"62,287.95",两倍合约,43033.096304487415,2680443350.959097,"120_ma,ADX,tempeture_index",切换为两倍合约
103,出场,Close entry(s) order tempeture_index,2021-10-31,"61,896.38",一倍合约,42492.04560302917,2630103801.622422,"120_ma,ADX",切换为一倍合约
104,进场,tempeture_index,2021-11-08,"63,309.12",两倍合约,43461.89573812953,2751534372.7127314,"120_ma,ADX,tempeture_index",切换为两倍合约
104,出场,Close entry(s) order tempeture_index,2021-11-13,"64,144.42",一倍合约,44608.767516162756,2861403519.2391005,"120_ma,ADX",切换为一倍合约
35,出场,Close entry(s) order ADX,2021-11-17,"60,101.56",现货,41797.19011254146,2512076329.380317,120_ma,切换为现货(1 signal)
14,出场,Close entry(s) order 120_ma,2021-12-05,"49,235.26",空仓,0,2057895522.460408,,全部平仓为空仓
105,进场,tempeture_index,2021-12-24,"50,842.06",现货,40476.241963059874,2057895522.4604077,tempeture_index,切换为现货(1 signal)
105,出场,Close entry(s) order tempeture_index,2021-12-29,"47,542.20",空仓,0,1924329590.6561852,,全部平仓为空仓
106,进场,tempeture_index,2022-02-01,"38,492.53",现货,49992.28657238652,1924329590.6561852,tempeture_index,切换为现货(1 signal)
106,出场,Close entry(s) order tempeture_index,2022-02-14,"42,073.37",空仓,0,2103343970.1060498,,全部平仓为空仓
107,进场,tempeture_index,2022-03-02,"44,440.00",现货,47329.97232461858,2103343970.1060498,tempeture_index,切换为现货(1 signal)
107,出场,Close entry(s) order tempeture_index,2022-03-07,"38,406.82",空仓,0,1817793727.6766074,,全部平仓为空仓
108,进场,tempeture_index,2022-03-10,"41,949.28",现货,43333.132956670706,1817793727.6766074,tempeture_index,切换为现货(1 signal)
108,出场,Close entry(s) order tempeture_index,2022-03-11,"39,431.40",空仓,0,1708686098.8676653,,全部平仓为空仓
109,进场,tempeture_index,2022-03-18,"40,950.23",现货,41725.921902457325,1708686098.867665,tempeture_index,切换为现货(1 signal)
15,进场,120_ma,2022-03-26,"44,336.19",一倍合约,41725.921902457325,1849968401.3925095,"120_ma,tempeture_index",切换为一倍合约
109,出场,Close entry(s) order tempeture_index,2022-04-06,"45,509.92",现货,42830.54921289088,1949214868.234727,120_ma,切换为现货(1 signal)
15,出场,Close entry(s) order 120_ma,2022-04-09,"42,261.90",空仓,0,1810100387.7802732,,全部平仓为空仓
110,进场,tempeture_index,2022-05-31,"31,716.67",现货,57070.94684846402,1810100387.7802732,tempeture_index,切换为现货(1 signal)
110,出场,Close entry(s) order tempeture_index,2022-06-11,"29,058.79",空仓,0,1658412659.5706778,,全部平仓为空仓
111,进场,tempeture_index,2022-07-08,"21,618.04",现货,76714.29322781703,1658412659.5706778,tempeture_index,切换为现货(1 signal)
111,出场,Close entry(s) order tempeture_index,2022-07-11,"20,850.65",空仓,0,1599542878.0905833,,全部平仓为空仓
112,进场,tempeture_index,2022-07-14,"20,219.69",现货,79108.18010021832,1599542878.0905833,tempeture_index,切换为现货(1 signal)
112,出场,Close entry(s) order tempeture_index,2022-07-25,"22,583.37",空仓,0,1786529301.2298672,,全部平仓为空仓
113,进场,tempeture_index,2022-07-31,"23,648.15",现货,75546.26054172809,1786529301.2298672,tempeture_index,切换为现货(1 signal)
113,出场,Close entry(s) order tempeture_index,2022-08-02,"23,273.85",空仓,0,1758252335.9090981,,全部平仓为空仓
114,进场,tempeture_index,2022-08-14,"24,456.17",现货,71894.01839736551,1758252335.9090984,tempeture_index,切换为现货(1 signal)
114,出场,Close entry(s) order tempeture_index,2022-08-17,"23,857.89",空仓,0,1715239582.5823226,,全部平仓为空仓
115,进场,tempeture_index,2022-09-11,"21,656.03",现货,79203.78677820093,1715239582.5823226,tempeture_index,切换为现货(1 signal)
115,出场,Close entry(s) order tempeture_index,2022-09-14,"20,174.78",空仓,0,1597918973.4171124,,全部平仓为空仓
116,进场,tempeture_index,2022-09-30,"19,595.59",现货,81544.82582137677,1597918973.4171124,tempeture_index,切换为现货(1 signal)
116,出场,Close entry(s) order tempeture_index,2022-10-08,"19,531.68",空仓,0,1592707443.5988681,,全部平仓为空仓
117,进场,tempeture_index,2022-10-24,"19,572.20",现货,81376.00492529548,1592707443.5988681,tempeture_index,切换为现货(1 signal)
117,出场,Close entry(s) order tempeture_index,2022-11-02,"20,480.34",空仓,0,1666608248.711726,,全部平仓为空仓
16,进场,120_ma,2022-11-05,"21,149.03",现货,78803.05851907752,1666608248.711726,120_ma,切换为现货(1 signal)
16,出场,Close entry(s) order 120_ma,2022-11-08,"20,593.34",空仓,0,1622818177.1232598,,全部平仓为空仓
118,进场,tempeture_index,2022-12-01,"17,165.44",现货,94539.85316561998,1622818177.1232595,tempeture_index,切换为现货(1 signal)
118,出场,Close entry(s) order tempeture_index,2022-12-04,"16,889.17",空仓,0,1596699651.8891938,,全部平仓为空仓
119,进场,tempeture_index,2022-12-14,"17,772.98",现货,89838.60061110707,1596699651.8891938,tempeture_index,切换为现货(1 signal)
119,出场,Close entry(s) order tempeture_index,2022-12-16,"17,359.10",空仓,0,1559517251.8682687,,全部平仓为空仓
120,进场,tempeture_index,2023-01-05,"16,844.40",现货,92583.72229751541,1559517251.8682687,tempeture_index,切换为现货(1 signal)
17,进场,120_ma,2023-01-13,"18,847.77",一倍合约,92583.72229751541,1744996703.6074421,"120_ma,tempeture_index",切换为一倍合约
120,出场,Close entry(s) order tempeture_index,2023-02-04,"23,433.47",现货,115109.52642923585,2697415634.2937055,120_ma,切换为现货(1 signal)
121,进场,tempeture_index,2023-02-08,"23,244.64",一倍合约,115109.52642923585,2675679502.4180727,"120_ma,tempeture_index",切换为一倍合约
121,出场,Close entry(s) order tempeture_index,2023-02-09,"22,963.91",现货,113719.3264797215,2611440378.540941,120_ma,切换为现货(1 signal)
122,进场,tempeture_index,2023-02-16,"24,326.95",一倍合约,113719.3264797215,2766444369.305861,"120_ma,tempeture_index",切换为一倍合约
122,出场,Close entry(s) order tempeture_index,2023-02-20,"24,278.81",现货,113494.29011565885,2755506305.8029594,120_ma,切换为现货(1 signal)
123,进场,tempeture_index,2023-03-14,"24,220.00",一倍合约,113494.29011565885,2748831706.6012573,"120_ma,tempeture_index",切换为一倍合约
123,出场,Close entry(s) order tempeture_index,2023-03-28,"27,142.85",现货,127190.68920172629,3452317798.399076,120_ma,切换为现货(1 signal)
124,进场,tempeture_index,2023-04-10,"28,342.28",一倍合约,127190.68920172629,3604874126.748303,"120_ma,tempeture_index",切换为一倍合约
124,出场,Close entry(s) order tempeture_index,2023-04-19,"30,394.50",现货,136400.36732901764,4145820964.7818265,120_ma,切换为现货(1 signal)
125,进场,tempeture_index,2023-05-06,"29,538.87",一倍合约,136400.36732901764,4029112718.484099,"120_ma,tempeture_index",切换为一倍合约
125,出场,Close entry(s) order tempeture_index,2023-05-09,"27,693.24",现货,127877.88119622195,3541352854.6584616,120_ma,切换为现货(1 signal)
126,进场,tempeture_index,2023-05-29,"28,070.04",一倍合约,127877.88119622195,3589537240.293198,"120_ma,tempeture_index",切换为一倍合约
126,出场,Close entry(s) order tempeture_index,2023-06-06,"25,741.50",现货,117269.81788456829,3018701017.0756145,120_ma,切换为现货(1 signal)
17,出场,Close entry(s) order 120_ma,2023-06-06,"25,741.50",空仓,0,3018701017.0756145,,全部平仓为空仓
18,进场,120_ma,2023-06-07,"27,243.45",现货,110804.65275417079,3018701017.0756145,120_ma,切换为现货(1 signal)
18,出场,Close entry(s) order 120_ma,2023-06-11,"25,856.10",空仓,0,2864976182.077115,,全部平仓为空仓
127,进场,tempeture_index,2023-06-20,"26,839.04",现货,106746.59682600849,2864976182.077115,tempeture_index,切换为现货(1 signal)
19,进场,120_ma,2023-06-21,"28,320.41",一倍合约,106746.59682600848,3023107388.217259,"120_ma,tempeture_index",切换为一倍合约
127,出场,Close entry(s) order tempeture_index,2023-07-06,"30,499.27",现货,114959.2565283333,3506173403.8568997,120_ma,切换为现货(1 signal)
128,进场,tempeture_index,2023-07-11,"30,419.89",一倍合约,114959.25652833331,3497047938.073681,"120_ma,tempeture_index",切换为一倍合约
128,出场,Close entry(s) order tempeture_index,2023-07-13,"30,383.26",现货,114820.82875733766,3488631093.549667,120_ma,切换为现货(1 signal)
129,进场,tempeture_index,2023-07-14,"31,471.83",一倍合约,114820.82875733766,3613621603.110042,"120_ma,tempeture_index",切换为一倍合约
129,出场,Close entry(s) order tempeture_index,2023-07-16,"30,302.01",现货,110552.89448415083,3349974914.187683,120_ma,切换为现货(1 signal)
130,进场,tempeture_index,2023-08-09,"29,770.01",一倍合约,110552.89448415083,3291160774.322115,"120_ma,tempeture_index",切换为一倍合约
130,出场,Close entry(s) order tempeture_index,2023-08-13,"29,417.19",现货,109242.67415732199,3213612501.7940307,120_ma,切换为现货(1 signal)
19,出场,Close entry(s) order 120_ma,2023-08-18,"26,627.21",空仓,0,2908827625.7485857,,全部平仓为空仓
131,进场,tempeture_index,2023-09-16,"26,601.71",现货,109347.39254538846,2908827625.7485857,tempeture_index,切换为现货(1 signal)
131,出场,Close entry(s) order tempeture_index,2023-09-23,"26,578.40",空仓,0,2906278738.0283527,,全部平仓为空仓
132,进场,tempeture_index,2023-10-02,"27,995.46",现货,103812.50167092639,2906278738.0283527,tempeture_index,切换为现货(1 signal)
132,出场,Close entry(s) order tempeture_index,2023-10-06,"27,413.15",空仓,0,2845827680.180356,,全部平仓为空仓
133,进场,tempeture_index,2023-10-17,"28,520.24",现货,99782.73956251265,2845827680.180356,tempeture_index,切换为现货(1 signal)
20,进场,120_ma,2023-10-17,"28,520.24",一倍合约,99782.73956251265,2845827680.180356,"120_ma,tempeture_index",切换为一倍合约
133,出场,Close entry(s) order tempeture_index,2023-11-15,"35,554.10",现货,124391.85296756026,4422640379.593934,120_ma,切换为现货(1 signal)
134,进场,tempeture_index,2023-11-23,"37,424.31",一倍合约,124391.85296756026,4655279266.932395,"120_ma,tempeture_index",切换为一倍合约
134,出场,Close entry(s) order tempeture_index,2023-12-12,"41,229.61",现货,137040.00381115518,5650105911.532442,120_ma,切换为现货(1 signal)
135,进场,tempeture_index,2023-12-21,"43,673.11",一倍合约,137040.00381115518,5984963160.844999,"120_ma,tempeture_index",切换为一倍合约
135,出场,Close entry(s) order tempeture_index,2023-12-29,"42,581.23",现货,133613.8397628123,5689441642.123457,120_ma,切换为现货(1 signal)
136,进场,tempeture_index,2024-01-02,"44,220.78",一倍合约,133613.8397628123,5908508213.106575,"120_ma,tempeture_index",切换为一倍合约
136,出场,Close entry(s) order tempeture_index,2024-01-13,"42,775.10",现货,129245.69302572845,5528497443.744837,120_ma,切换为现货(1 signal)
137,进场,tempeture_index,2024-01-30,"43,303.30",一倍合约,129245.69302572845,5596765018.801027,"120_ma,tempeture_index",切换为一倍合约
137,出场,Close entry(s) order tempeture_index,2024-02-05,"42,571.91",现货,127062.74143954247,5409303592.917473,120_ma,切换为现货(1 signal)
138,进场,tempeture_index,2024-02-08,"44,345.94",一倍合约,127062.74143954247,5634716708.113464,"120_ma,tempeture_index",切换为一倍合约
138,出场,Close entry(s) order tempeture_index,2024-02-24,"50,746.98",现货,145403.39879090697,7378783370.374181,120_ma,切换为现货(1 signal)
139,进场,tempeture_index,2024-02-27,"54,530.32",一倍合约,145403.39879090697,7928893865.15577,"120_ma,tempeture_index",切换为一倍合约
36,进场,ADX,2024-03-12,"72,110.98",两倍合约,192281.6807629795,13865620435.865599,"120_ma,ADX,tempeture_index",切换为两倍合约
139,出场,Close entry(s) order tempeture_index,2024-03-16,"69,514.87",一倍合约,178436.78795343568,12404010117.800646,"120_ma,ADX",切换为一倍合约
140,进场,tempeture_index,2024-03-29,"70,804.06",两倍合约,181745.99248279305,12868354156.511229,"120_ma,ADX,tempeture_index",切换为两倍合约
36,出场,Close entry(s) order ADX,2024-03-31,"69,623.86",一倍合约,175687.11336404784,12232014984.662596,"120_ma,tempeture_index",切换为一倍合约
140,出场,Close entry(s) order tempeture_index,2024-04-04,"65,984.18",现货,166502.83554938977,10986553071.401333,120_ma,切换为现货(1 signal)
141,进场,tempeture_index,2024-04-07,"68,919.57",一倍合约,166502.83554938977,11475303829.844658,"120_ma,tempeture_index",切换为一倍合约
141,出场,Close entry(s) order tempeture_index,2024-04-13,"67,148.62",现货,162224.39625244995,10893144338.685184,120_ma,切换为现货(1 signal)
37,进场,ADX,2024-05-01,"60,621.20",一倍合约,162224.39625244995,9834237570.099018,"120_ma,ADX",切换为一倍合约
142,进场,tempeture_index,2024-05-07,"63,161.35",两倍合约,169021.924182294,10675652910.951334,"120_ma,ADX,tempeture_index",切换为两倍合约
142,出场,Close entry(s) order tempeture_index,2024-05-08,"62,315.75",一倍合约,164496.2153718095,10250705033.055838,"120_ma,ADX",切换为一倍合约
37,出场,Close entry(s) order ADX,2024-05-08,"62,315.75",现货,164496.2153718095,10250705033.055838,120_ma,切换为现货(1 signal)
143,进场,tempeture_index,2024-05-14,"62,927.44",一倍合约,164496.2153718095,10351325723.03662,"120_ma,tempeture_index",切换为一倍合约
143,出场,Close entry(s) order tempeture_index,2024-05-27,"68,470.80",现货,178986.90084135145,12255376290.128008,120_ma,切换为现货(1 signal)
144,进场,tempeture_index,2024-06-05,"70,541.68",一倍合约,178986.90084135145,12626036683.342344,"120_ma,tempeture_index",切换为一倍合约
144,出场,Close entry(s) order tempeture_index,2024-06-08,"69,326.71",现货,175904.131691039,12194854725.54647,120_ma,切换为现货(1 signal)
20,出场,Close entry(s) order 120_ma,2024-06-20,"64,945.67",空仓,0,11424211688.44276,,全部平仓为空仓
145,进场,tempeture_index,2024-07-15,"60,804.97",现货,187882.86037214985,11424211688.44276,tempeture_index,切换为现货(1 signal)
21,进场,120_ma,2024-07-20,"66,707.61",一倍合约,187882.86037214985,12533216575.389828,"120_ma,tempeture_index",切换为一倍合约
38,进场,ADX,2024-07-20,"66,707.61",两倍合约,187882.86037214985,12533216575.389828,"120_ma,ADX,tempeture_index",切换为两倍合约
38,出场,Close entry(s) order ADX,2024-07-27,"67,921.46",一倍合约,194720.50933192327,13225701285.767855,"120_ma,tempeture_index",切换为一倍合约
145,出场,Close entry(s) order tempeture_index,2024-07-31,"66,169.68",现货,189698.42214714427,12552283889.981447,120_ma,切换为现货(1 signal)
21,出场,Close entry(s) order 120_ma,2024-08-03,"61,418.06",空仓,0,11650909073.338634,,全部平仓为空仓
146,进场,tempeture_index,2024-08-20,"59,455.81",现货,195959.1345797599,11650909073.338634,tempeture_index,切换为现货(1 signal)
22,进场,120_ma,2024-08-26,"64,250.01",一倍合约,195959.1345797599,12590376356.34092,"120_ma,tempeture_index",切换为一倍合约
22,出场,Close entry(s) order 120_ma,2024-08-27,"62,840.09",现货,191658.95310077342,12043865862.15838,tempeture_index,切换为现货(1 signal)
146,出场,Close entry(s) order tempeture_index,2024-08-28,"59,437.68",空仓,0,11391763523.538778,,全部平仓为空仓
147,进场,tempeture_index,2024-09-13,"58,137.33",现货,195945.7636520077,11391763523.538778,tempeture_index,切换为现货(1 signal)
23,进场,120_ma,2024-09-21,"63,210.94",一倍合约,195945.7636520077,12385915909.46124,"120_ma,tempeture_index",切换为一倍合约
147,出场,Close entry(s) order tempeture_index,2024-10-02,"60,792.63",现货,188449.31446619765,11456329448.0972,120_ma,切换为现货(1 signal)
23,出场,Close entry(s) order 120_ma,2024-10-02,"60,792.63",空仓,0,11456329448.0972,,全部平仓为空仓
24,进场,120_ma,2024-10-07,"62,810.93",现货,182393.883486476,11456329448.0972,120_ma,切换为现货(1 signal)
24,出场,Close entry(s) order 120_ma,2024-10-10,"60,578.28",空仓,0,11049107744.131119,,全部平仓为空仓
25,进场,120_ma,2024-10-12,"62,518.75",现货,176732.70409486943,11049107744.131119,120_ma,切换为现货(1 signal)
148,进场,tempeture_index,2024-10-15,"66,065.64",一倍合约,176732.70409486943,11675959204.95817,"120_ma,tempeture_index",切换为一倍合约
148,出场,Close entry(s) order tempeture_index,2024-10-26,"66,564.51",现货,178067.23508695257,11852958250.617804,120_ma,切换为现货(1 signal)
149,进场,tempeture_index,2024-10-30,"72,724.35",一倍合约,178067.23508695257,12949823927.995821,"120_ma,tempeture_index",切换为一倍合约
149,出场,Close entry(s) order tempeture_index,2024-11-02,"69,466.64",现货,170090.65760753726,11815626479.386051,120_ma,切换为现货(1 signal)
150,进场,tempeture_index,2024-11-07,"75,646.55",一倍合约,170090.65760753726,12866771435.241447,"120_ma,tempeture_index",切换为一倍合约
39,进场,ADX,2024-11-11,"80,427.69",两倍合约,180841.0123390313,14544624879.689785,"120_ma,ADX,tempeture_index",切换为两倍合约
150,出场,Close entry(s) order tempeture_index,2024-11-27,"91,929.53",一倍合约,232564.6013010309,21379554492.241158,"120_ma,ADX",切换为一倍合约
151,进场,tempeture_index,2024-12-17,"106,099.98",两倍合约,268413.20244699775,28478635411.36241,"120_ma,ADX,tempeture_index",切换为两倍合约
151,出场,Close entry(s) order tempeture_index,2024-12-19,"100,148.60",一倍合约,238301.43494658897,23865555087.89196,"120_ma,ADX",切换为一倍合约
39,出场,Close entry(s) order ADX,2025-01-03,"96,905.48",现货,230584.50081367063,22344901731.90914,120_ma,切换为现货(1 signal)
152,进场,tempeture_index,2025-01-06,"98,347.65",一倍合约,230584.50081367063,22677443781.447594,"120_ma,tempeture_index",切换为一倍合约
152,出场,Close entry(s) order tempeture_index,2025-01-08,"96,941.98",现货,227288.78693277208,22033825037.06105,120_ma,切换为现货(1 signal)
153,进场,tempeture_index,2025-01-16,"100,504.27",一倍合约,227288.7869327721,22843493609.8638,"120_ma,tempeture_index",切换为一倍合约
153,出场,Close entry(s) order tempeture_index,2025-01-27,"102,565.28",现货,231949.72783365435,23789988781.182552,120_ma,切换为现货(1 signal)
40,进场,ADX,2025-02-12,"95,770.95",一倍合约,231949.72783365435,22214045786.870518,"120_ma,ADX",切换为一倍合约
25,出场,Close entry(s) order 120_ma,2025-02-25,"91,509.88",现货,221629.75056726878,20281311878.8407,ADX,切换为现货(1 signal)
40,出场,Close entry(s) order ADX,2025-02-25,"91,509.88",空仓,0,20281311878.8407,,全部平仓为空仓
154,进场,tempeture_index,2025-03-20,"86,877.97",现货,233445.9688554037,20281311878.8407,tempeture_index,切换为现货(1 signal)
154,出场,Close entry(s) order tempeture_index,2025-03-29,"84,381.81",空仓,0,19698593389.22259,,全部平仓为空仓
155,进场,tempeture_index,2025-04-02,"85,166.92",现货,231293.95062334757,19698593389.22259,tempeture_index,切换为现货(1 signal)
155,出场,Close entry(s) order tempeture_index,2025-04-03,"82,490.10",空仓,0,19079461116.315006,,全部平仓为空仓
156,进场,tempeture_index,2025-04-13,"85,271.02",现货,223750.82550103194,19079461116.315006,tempeture_index,切换为现货(1 signal)
26,进场,120_ma,2025-04-23,"93,486.57",一倍合约,223750.82550103194,20917697210.76001,"120_ma,tempeture_index",切换为一倍合约
41,进场,ADX,2025-04-28,"93,780.56",两倍合约,224454.46138358754,21049465083.051212,"120_ma,ADX,tempeture_index",切换为两倍合约
156,出场,Close entry(s) order tempeture_index,2025-05-29,"107,819.26",一倍合约,291654.931225648,31446018860.100258,"120_ma,ADX",切换为一倍合约
41,出场,Close entry(s) order ADX,2025-06-02,"105,697.93",现货,285916.65816333145,30220798920.381733,120_ma,切换为现货(1 signal)
26,出场,开盘价,2025-06-09,"105,631.37",现货,285916.65816333145,30201768307.614384,120_ma,
