交易 #,类型,信号,日期/时间,价格 USD,当前仓位类型,持有BTC数量,当前总资产USD,当前持有信号,备注
149,出场,Close entry(s) order tempeture_index,2024-11-02,"69,466.64",现货,20302.30693549052,1410333047.057223,120_ma,换仓→现货
150,进场,tempeture_index,2024-11-07,"75,646.55",一倍合约,20302.30693549052,1535799476.7109303,"120_ma,tempeture_index",换仓→一倍合约
39,进场,ADX,2024-11-11,"80,427.69",一倍合约,21585.487355239355,1736070885.5061107,"120_ma,ADX,tempeture_index",
150,出场,Close entry(s) order tempeture_index,2024-11-27,"91,929.53",一倍合约,24672.39463657475,2268121642.914838,"120_ma,ADX",
151,进场,tempeture_index,2024-12-17,"106,099.98",一倍合约,28475.51355361752,3021251418.5285473,"120_ma,ADX,tempeture_index",
151,出场,Close entry(s) order tempeture_index,2024-12-19,"100,148.60",一倍合约,26878.25970066931,2691820079.458451,"120_ma,ADX",
39,出场,Close entry(s) order ADX,2025-01-03,"96,905.48",现货,26007.858900254378,2520304050.5014224,120_ma,换仓→现货
152,进场,tempeture_index,2025-01-06,"98,347.65",一倍合约,26007.858900254374,2557811804.371602,"120_ma,tempeture_index",换仓→一倍合约
152,出场,Close entry(s) order tempeture_index,2025-01-08,"96,941.98",现货,25636.132000625144,2485217395.6819625,120_ma,换仓→现货
153,进场,tempeture_index,2025-01-16,"100,504.27",一倍合约,25636.132000625144,2576540732.34647,"120_ma,tempeture_index",换仓→一倍合约
153,出场,Close entry(s) order tempeture_index,2025-01-27,"102,565.28",现货,26161.8442356835,2683296879.349264,120_ma,换仓→现货
40,进场,ADX,2025-02-12,"95,770.95",一倍合约,26161.8442356835,2505544676.2034326,"120_ma,ADX",换仓→一倍合约
25,出场,Close entry(s) order 120_ma,2025-02-25,"91,509.88",现货,24997.843569329623,2287549665.2881255,ADX,换仓→现货
40,出场,Close entry(s) order ADX,2025-02-25,"91,509.88",空仓,0.0,2287549665.2881255,,换仓→空仓
154,进场,tempeture_index,2025-03-20,"86,877.97",现货,26330.606772788607,2287549665.2881255,tempeture_index,换仓→现货
154,出场,Close entry(s) order tempeture_index,2025-03-29,"84,381.81",空仓,0.0,2221824257.8861613,,换仓→空仓
155,进场,tempeture_index,2025-04-02,"85,166.92",现货,26087.878461334065,2221824257.8861613,tempeture_index,换仓→现货
155,出场,Close entry(s) order tempeture_index,2025-04-03,"82,490.10",空仓,0.0,2151991703.0632935,,换仓→空仓
156,进场,tempeture_index,2025-04-13,"85,271.02",现货,25237.08175489508,2151991703.0632935,tempeture_index,换仓→现货
26,进场,120_ma,2025-04-23,"93,486.57",一倍合约,25237.08175489508,2359328210.074722,"120_ma,tempeture_index",换仓→一倍合约
41,进场,ADX,2025-04-28,"93,780.56",一倍合约,25316.44555725858,2374190441.5692215,"120_ma,ADX,tempeture_index",
156,出场,Close entry(s) order tempeture_index,2025-05-29,"107,819.26",一倍合约,29106.250014010446,3138214337.885596,"120_ma,ADX",
41,出场,Close entry(s) order ADX,2025-06-02,"105,697.93",现货,28533.588308279755,3015941219.657372,120_ma,换仓→现货
26,出场,开盘价,2025-06-09,"105,631.37",现货,28533.588308279755,3014042024.0195727,120_ma,
